      MACH      ALPHA     C-lift     C-drag       C-my
0.80000000 0.30303030 0.25913290 0.03343397 -0.03022707
0.80000000 0.43434343 0.26776952 0.03497569 -0.02970618
0.80000000 0.56565657 0.27479945 0.03651020 -0.02892981
0.80000000 0.69696970 0.28049211 0.03803141 -0.02796443
0.80000000 0.82828283 0.28511688 0.03953324 -0.02687650
0.80000000 0.95959596 0.28894319 0.04100961 -0.02573248
0.80000000 1.09090909 0.29223092 0.04245517 -0.02459557
0.80000000 1.22222222 0.29513904 0.04387256 -0.02349454
0.80000000 1.35353535 0.29776575 0.04526920 -0.02243735
0.80000000 1.48484848 0.30020843 0.04665257 -0.02143173
0.80000000 1.61616162 0.30256443 0.04803015 -0.02048536
0.80000000 1.74747475 0.30493112 0.04940944 -0.01960596
0.80000000 1.87878788 0.30740586 0.05079792 -0.01880123
0.80000000 2.01010101 0.31008601 0.05220308 -0.01807886
0.80000000 2.14141414 0.31303967 0.05363016 -0.01744361
0.80000000 2.27272727 0.31624187 0.05507731 -0.01689080
0.80000000 2.40404040 0.31964922 0.05654125 -0.01641390
0.80000000 2.53535354 0.32321848 0.05801872 -0.01600640
0.80000000 2.66666667 0.32692360 0.05950808 -0.01566360
0.80000000 2.79797980 0.33077017 0.06101066 -0.01538417
0.80000000 2.92929293 0.33476720 0.06252812 -0.01516712
0.80000000 3.06060606 0.33892348 0.06406209 -0.01501145
0.80000000 3.19191919 0.34324206 0.06561360 -0.01491568
0.80000000 3.32323232 0.34771967 0.06718304 -0.01487776
0.80000000 3.45454545 0.35235268 0.06877074 -0.01489561
0.80000000 3.58585859 0.35713543 0.07037690 -0.01496704
0.80000000 3.71717172 0.36203740 0.07199980 -0.01508816
0.80000000 3.84848485 0.36701146 0.07363643 -0.01525402
0.80000000 3.97979798 0.37201017 0.07528378 -0.01545961
0.80000000 4.11111111 0.37700063 0.07693997 -0.01570134
0.80000000 4.24242424 0.38204275 0.07861044 -0.01598448
0.80000000 4.37373737 0.38723295 0.08030350 -0.01631783
0.80000000 4.50505051 0.39266773 0.08202750 -0.01671017
0.80000000 4.63636364 0.39840188 0.08378737 -0.01716611
0.80000000 4.76767677 0.40434155 0.08557602 -0.01767544
0.80000000 4.89898990 0.41035978 0.08738367 -0.01822459
0.80000000 5.03030303 0.41633001 0.08920057 -0.01880008
0.80000000 5.16161616 0.42218650 0.09102130 -0.01939393
0.80000000 5.29292929 0.42798804 0.09284928 -0.02000950
0.80000000 5.42424242 0.43381194 0.09469025 -0.02065421
0.80000000 5.55555556 0.43975097 0.09655575 -0.02134786
0.80000000 5.68686869 0.44590242 0.09845898 -0.02211387
0.80000000 5.81818182 0.45232302 0.10040786 -0.02296418
0.80000000 5.94949495 0.45885019 0.10238150 -0.02384829
0.80000000 6.08080808 0.46526624 0.10435199 -0.02470101
0.80000000 6.21212121 0.47161734 0.10632816 -0.02554592
0.80000000 6.34343434 0.47814242 0.10834575 -0.02647134
0.80000000 6.47474747 0.48493892 0.11041909 -0.02751190
0.80000000 6.60606061 0.49187647 0.11252824 -0.02861604
0.80000000 6.73737374 0.49880486 0.11465027 -0.02972475
0.80000000 6.86868687 0.50557391 0.11676222 -0.03077900
0.80000000 7.00000000 0.51203345 0.11884117 -0.03171976
