      MACH      ALPHA     C-lift     C-drag       C-my
0.40000000 4.68686869 0.69886997 0.01141368 -0.00520108
0.40000000 4.91919192 0.72607828 0.01157988 -0.00492170
0.40000000 5.15151515 0.75321725 0.01175374 -0.00462314
0.40000000 5.38383838 0.78028050 0.01193586 -0.00430472
0.40000000 5.61616162 0.80725965 0.01212721 -0.00396603
0.40000000 5.84848485 0.83414628 0.01232875 -0.00360673
0.40000000 6.08080808 0.86093217 0.01254143 -0.00322640
0.40000000 6.31313131 0.88761952 0.01276405 -0.00282227
0.40000000 6.54545455 0.91421151 0.01299389 -0.00238893
0.40000000 6.77777778 0.94067323 0.01323319 -0.00192461
0.40000000 7.01010101 0.96704023 0.01348299 -0.00143726
0.40000000 7.24242424 0.99335133 0.01374350 -0.00093242
0.40000000 7.47474747 1.01952369 0.01401600 -0.00039339
0.40000000 7.70707071 1.04550619 0.01429973 0.00018608
0.40000000 7.93939394 1.07132642 0.01459559 0.00079894
0.40000000 8.17171717 1.09705174 0.01490700 0.00143474
0.40000000 8.40404040 1.12262195 0.01523226 0.00210498
0.40000000 8.63636364 1.14795714 0.01556999 0.00282217
0.40000000 8.86868687 1.17306592 0.01592241 0.00358258
0.40000000 9.10101010 1.19803623 0.01629189 0.00437275
0.40000000 9.33333333 1.22285062 0.01667924 0.00519526
0.40000000 9.56565657 1.24738903 0.01708373 0.00606848
0.40000000 9.79797980 1.27163161 0.01750572 0.00699627
0.40000000 10.03030303 1.29564366 0.01794838 0.00796452
0.40000000 10.26262626 1.31944963 0.01841474 0.00896682
0.40000000 10.49494949 1.34290603 0.01890593 0.01002916
0.40000000 10.72727273 1.36592873 0.01943220 0.01115229
0.40000000 10.95959596 1.38820392 0.02001885 0.01235877
0.40000000 11.19191919 1.40916159 0.02070299 0.01369849
0.40000000 11.42424242 1.42811212 0.02153367 0.01519720
0.40000000 11.65656566 1.44435644 0.02256262 0.01686539
0.40000000 11.88888889 1.45761343 0.02381718 0.01865942
0.40000000 12.12121212 1.46786655 0.02530925 0.02050146
0.40000000 12.35353535 1.47510391 0.02705054 0.02231298
0.40000000 12.58585859 1.47938053 0.02906100 0.02399200
0.40000000 12.81818182 1.48083297 0.03137037 0.02540202
0.40000000 13.05050505 1.47934846 0.03397616 0.02646577
0.40000000 13.28282828 1.47500414 0.03687954 0.02710452
0.40000000 13.51515152 1.46817606 0.04013382 0.02716489
0.40000000 13.74747475 1.45808435 0.04388771 0.02637114
0.40000000 13.97979798 1.44542869 0.04805455 0.02483825
0.40000000 14.21212121 1.43149019 0.05247681 0.02281415
0.40000000 14.44444444 1.41395400 0.05756547 0.01971888
0.40000000 14.67676768 1.39357078 0.06330455 0.01565633
0.40000000 14.90909091 1.37192480 0.06952480 0.01100706
0.40000000 15.14141414 1.34726237 0.07648436 0.00553567
0.40000000 15.37373737 1.32124431 0.08390437 -0.00029295
0.40000000 15.60606061 1.29516724 0.09161520 -0.00612005
0.40000000 15.83838384 1.26664033 0.10006728 -0.01239507
0.40000000 16.07070707 1.23808438 0.10883361 -0.01861243
0.40000000 16.30303030 1.21162015 0.11752242 -0.02435003
0.40000000 16.53535354 1.18707021 0.12613119 -0.02969155
0.40000000 16.76767677 1.16500900 0.13453565 -0.03460075
0.40000000 17.00000000 1.14625038 0.14257238 -0.03899999
