      MACH      ALPHA     C-lift     C-drag       C-my
0.70000000 -0.74747475 0.07211889 0.00914630 -0.00969650
0.70000000 -0.61616162 0.09357939 0.00917305 -0.00926592
0.70000000 -0.48484848 0.11506359 0.00922101 -0.00882692
0.70000000 -0.35353535 0.13655445 0.00929734 -0.00837340
0.70000000 -0.22222222 0.15803488 0.00940917 -0.00789926
0.70000000 -0.09090909 0.17948784 0.00956366 -0.00739842
0.70000000 0.04040404 0.20089625 0.00976796 -0.00686485
0.70000000 0.17171717 0.22224251 0.01002847 -0.00629850
0.70000000 0.30303030 0.24350816 0.01035042 -0.00570917
0.70000000 0.43434343 0.26467465 0.01073892 -0.00510762
0.70000000 0.56565657 0.28572341 0.01119909 -0.00450459
0.70000000 0.69696970 0.30663589 0.01173604 -0.00391084
0.70000000 0.82828283 0.32739356 0.01235487 -0.00333710
0.70000000 0.95959596 0.34797784 0.01306071 -0.00279413
0.70000000 1.09090909 0.36836799 0.01385819 -0.00229173
0.70000000 1.22222222 0.38851996 0.01474704 -0.00182957
0.70000000 1.35353535 0.40837567 0.01572404 -0.00140124
0.70000000 1.48484848 0.42787683 0.01678590 -0.00100027
0.70000000 1.61616162 0.44696516 0.01792936 -0.00062016
0.70000000 1.74747475 0.46558239 0.01915113 -0.00025442
0.70000000 1.87878788 0.48367024 0.02044795 0.00010343
0.70000000 2.01010101 0.50117042 0.02181654 0.00045990
0.70000000 2.14141414 0.51800357 0.02325250 0.00081969
0.70000000 2.27272727 0.53402334 0.02474786 0.00118190
0.70000000 2.40404040 0.54907008 0.02629397 0.00154451
0.70000000 2.53535354 0.56298414 0.02788213 0.00190550
0.70000000 2.66666667 0.57560588 0.02950369 0.00226285
0.70000000 2.79797980 0.58677565 0.03114998 0.00261455
0.70000000 2.92929293 0.59633381 0.03281231 0.00295856
0.70000000 3.06060606 0.60412572 0.03448218 0.00329251
0.70000000 3.19191919 0.61013597 0.03615541 0.00360405
0.70000000 3.32323232 0.61450307 0.03783264 0.00386976
0.70000000 3.45454545 0.61737348 0.03951474 0.00406569
0.70000000 3.58585859 0.61889368 0.04120261 0.00416787
0.70000000 3.71717172 0.61921013 0.04289711 0.00415234
0.70000000 3.84848485 0.61846930 0.04459913 0.00399511
0.70000000 3.97979798 0.61681767 0.04630955 0.00367223
0.70000000 4.11111111 0.61440354 0.04802916 0.00316482
0.70000000 4.24242424 0.61138710 0.04975825 0.00248642
0.70000000 4.37373737 0.60793318 0.05149686 0.00166337
0.70000000 4.50505051 0.60420661 0.05324506 0.00072201
0.70000000 4.63636364 0.60037224 0.05500292 -0.00031129
0.70000000 4.76767677 0.59659492 0.05677050 -0.00141019
0.70000000 4.89898990 0.59303947 0.05854785 -0.00254834
0.70000000 5.03030303 0.58987036 0.06033505 -0.00369943
0.70000000 5.16161616 0.58719683 0.06213251 -0.00484541
0.70000000 5.29292929 0.58501497 0.06394139 -0.00598507
0.70000000 5.42424242 0.58330701 0.06576292 -0.00711928
0.70000000 5.55555556 0.58205520 0.06759836 -0.00824889
0.70000000 5.68686869 0.58124178 0.06944894 -0.00937477
0.70000000 5.81818182 0.58084899 0.07131590 -0.01049779
0.70000000 5.94949495 0.58085907 0.07320048 -0.01161880
0.70000000 6.08080808 0.58125252 0.07510376 -0.01273839
0.70000000 6.21212121 0.58198542 0.07702426 -0.01385306
0.70000000 6.34343434 0.58299619 0.07895871 -0.01495641
0.70000000 6.47474747 0.58424999 0.08090597 -0.01604647
0.70000000 6.60606061 0.58575434 0.08286834 -0.01712828
0.70000000 6.73737374 0.58752041 0.08484841 -0.01820750
0.70000000 6.86868687 0.58955939 0.08684876 -0.01928980
0.70000000 7.00000000 0.59188248 0.08887200 -0.02038083
