alpha
-180.0
-180.0
-180.0
-180.0
-180.0
-180.0
-180.0
-179.0
-179.0
-179.0
-179.0
-179.0
-179.0
-179.0
-178.0
-178.0
-178.0
-178.0
-178.0
-178.0
-178.0
-177.0
-177.0
-177.0
-177.0
-177.0
-177.0
-177.0
-175.0
-175.0
-175.0
-175.0
-175.0
-175.0
-175.0
-170.0
-170.0
-170.0
-170.0
-170.0
-170.0
-170.0
-165.0
-165.0
-165.0
-165.0
-165.0
-165.0
-165.0
-160.0
-160.0
-160.0
-160.0
-160.0
-160.0
-160.0
-155.0
-155.0
-155.0
-155.0
-155.0
-155.0
-155.0
-150.0
-150.0
-150.0
-150.0
-150.0
-150.0
-150.0
-145.0
-145.0
-145.0
-145.0
-145.0
-145.0
-145.0
-140.0
-140.0
-140.0
-140.0
-140.0
-140.0
-140.0
-135.0
-135.0
-135.0
-135.0
-135.0
-135.0
-135.0
-130.0
-130.0
-130.0
-130.0
-130.0
-130.0
-130.0
-125.0
-125.0
-125.0
-125.0
-125.0
-125.0
-125.0
-120.0
-120.0
-120.0
-120.0
-120.0
-120.0
-120.0
-115.0
-115.0
-115.0
-115.0
-115.0
-115.0
-115.0
-110.0
-110.0
-110.0
-110.0
-110.0
-110.0
-110.0
-105.0
-105.0
-105.0
-105.0
-105.0
-105.0
-105.0
-100.0
-100.0
-100.0
-100.0
-100.0
-100.0
-100.0
-95.0
-95.0
-95.0
-95.0
-95.0
-95.0
-95.0
-90.0
-90.0
-90.0
-90.0
-90.0
-90.0
-90.0
-85.0
-85.0
-85.0
-85.0
-85.0
-85.0
-85.0
-80.0
-80.0
-80.0
-80.0
-80.0
-80.0
-80.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-75.0
-70.0
-70.0
-70.0
-70.0
-70.0
-70.0
-70.0
-65.0
-65.0
-65.0
-65.0
-65.0
-65.0
-65.0
-60.0
-60.0
-60.0
-60.0
-60.0
-60.0
-60.0
-55.0
-55.0
-55.0
-55.0
-55.0
-55.0
-55.0
-50.0
-50.0
-50.0
-50.0
-50.0
-50.0
-50.0
-45.0
-45.0
-45.0
-45.0
-45.0
-45.0
-45.0
-40.0
-40.0
-40.0
-40.0
-40.0
-40.0
-40.0
-35.0
-35.0
-35.0
-35.0
-35.0
-35.0
-35.0
-30.0
-30.0
-30.0
-30.0
-30.0
-30.0
-30.0
-25.0
-25.0
-25.0
-25.0
-25.0
-25.0
-25.0
-20.0
-20.0
-20.0
-20.0
-20.0
-20.0
-20.0
-19.0
-19.0
-19.0
-19.0
-19.0
-19.0
-19.0
-18.0
-18.0
-18.0
-18.0
-18.0
-18.0
-18.0
-17.0
-17.0
-17.0
-17.0
-17.0
-17.0
-17.0
-16.0
-16.0
-16.0
-16.0
-16.0
-16.0
-16.0
-15.0
-15.0
-15.0
-15.0
-15.0
-15.0
-15.0
-14.0
-14.0
-14.0
-14.0
-14.0
-14.0
-14.0
-13.0
-13.0
-13.0
-13.0
-13.0
-13.0
-13.0
-12.0
-12.0
-12.0
-12.0
-12.0
-12.0
-12.0
-11.0
-11.0
-11.0
-11.0
-11.0
-11.0
-11.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-9.0
-9.0
-9.0
-9.0
-9.0
-9.0
-9.0
-8.0
-8.0
-8.0
-8.0
-8.0
-8.0
-8.0
-7.0
-7.0
-7.0
-7.0
-7.0
-7.0
-7.0
-6.0
-6.0
-6.0
-6.0
-6.0
-6.0
-6.0
-6.0
-6.0
-6.0
-6.0
-6.0
-6.0
-6.0
-5.87272727
-5.86868687
-5.86868687
-5.86262626
-5.76767677
-5.76767677
-5.76767677
-5.74545455
-5.73737374
-5.73737374
-5.72525253
-5.61818182
-5.60606061
-5.60606061
-5.58787879
-5.53535354
-5.53535354
-5.53535354
-5.5
-5.49090909
-5.47474747
-5.47474747
-5.45050505
-5.36363636
-5.34343434
-5.34343434
-5.31313131
-5.3030303
-5.3030303
-5.3030303
-5.3030303
-5.23636364
-5.21212121
-5.21212121
-5.17575758
-5.10909091
-5.10606061
-5.08080808
-5.08080808
-5.07070707
-5.07070707
-5.07070707
-5.03838384
-5.0
-5.0
-5.0
-5.0
-5.0
-5.0
-5.0
-4.98181818
-4.94949495
-4.94949495
-4.90909091
-4.9010101
-4.85454545
-4.83838384
-4.83838384
-4.83838384
-4.81818182
-4.81818182
-4.76363636
-4.72727273
-4.71212121
-4.68686869
-4.68686869
-4.62626263
-4.60606061
-4.60606061
-4.60606061
-4.6
-4.55555556
-4.55555556
-4.51515152
-4.48888889
-4.47272727
-4.42424242
-4.42424242
-4.37373737
-4.37373737
-4.37373737
-4.35151515
-4.34545455
-4.31818182
-4.29292929
-4.29292929
-4.21818182
-4.21414141
-4.16161616
-4.16161616
-4.14141414
-4.14141414
-4.14141414
-4.12121212
-4.09090909
-4.07676768
-4.03030303
-4.03030303
-4.0
-4.0
-4.0
-4.0
-4.0
-4.0
-4.0
-3.96363636
-3.93939394
-3.92424242
-3.90909091
-3.90909091
-3.90909091
-3.8989899
-3.8989899
-3.83636364
-3.8020202
-3.76767677
-3.76767677
-3.72727273
-3.70909091
-3.67676768
-3.67676768
-3.67676768
-3.66464646
-3.63636364
-3.63636364
-3.58181818
-3.53030303
-3.52727273
-3.50505051
-3.50505051
-3.45454545
-3.44444444
-3.44444444
-3.44444444
-3.38989899
-3.37373737
-3.37373737
-3.33333333
-3.32727273
-3.25252525
-3.24242424
-3.24242424
-3.21212121
-3.21212121
-3.21212121
-3.2
-3.13636364
-3.11515152
-3.11111111
-3.11111111
-3.07272727
-3.0
-3.0
-3.0
-3.0
-3.0
-3.0
-3.0
-2.97979798
-2.97979798
-2.97979798
-2.97979798
-2.97979798
-2.97777778
-2.94545455
-2.93939394
-2.84848485
-2.84848485
-2.84040404
-2.81818182
-2.74747475
-2.74747475
-2.74747475
-2.74242424
-2.71717172
-2.71717172
-2.7030303
-2.69090909
-2.58585859
-2.58585859
-2.56565657
-2.56363636
-2.54545455
-2.51515152
-2.51515152
-2.51515152
-2.45454545
-2.45454545
-2.43636364
-2.42828283
-2.34848485
-2.32323232
-2.32323232
-2.30909091
-2.29090909
-2.28282828
-2.28282828
-2.28282828
-2.19191919
-2.19191919
-2.18181818
-2.15353535
-2.15151515
-2.06060606
-2.06060606
-2.05454545
-2.05050505
-2.05050505
-2.05050505
-2.01616162
-2.0
-2.0
-2.0
-2.0
-2.0
-2.0
-2.0
-1.95454545
-1.92929293
-1.92929293
-1.92727273
-1.87878788
-1.81818182
-1.81818182
-1.81818182
-1.8
-1.7979798
-1.7979798
-1.75757576
-1.74141414
-1.67272727
-1.66666667
-1.66666667
-1.6040404
-1.58585859
-1.58585859
-1.58585859
-1.56060606
-1.54545455
-1.53535354
-1.53535354
-1.46666667
-1.41818182
-1.4040404
-1.4040404
-1.36363636
-1.35353535
-1.35353535
-1.35353535
-1.32929293
-1.29090909
-1.27272727
-1.27272727
-1.19191919
-1.16666667
-1.16363636
-1.14141414
-1.14141414
-1.12121212
-1.12121212
-1.12121212
-1.05454545
-1.03636364
-1.01010101
-1.01010101
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-0.96969697
-0.91717172
-0.90909091
-0.88888889
-0.88888889
-0.88888889
-0.87878788
-0.87878788
-0.78181818
-0.77979798
-0.77272727
-0.74747475
-0.74747475
-0.65656566
-0.65656566
-0.65656566
-0.65454545
-0.64242424
-0.61616162
-0.61616162
-0.57575758
-0.52727273
-0.50505051
-0.48484848
-0.48484848
-0.42424242
-0.42424242
-0.42424242
-0.4
-0.37878788
-0.36767677
-0.35353535
-0.35353535
-0.27272727
-0.23030303
-0.22222222
-0.22222222
-0.19191919
-0.19191919
-0.19191919
-0.18181818
-0.14545455
-0.09292929
-0.09090909
-0.09090909
-0.01818182
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.01515152
0.04040404
0.04040404
0.04040404
0.04040404
0.04040404
0.04444444
0.10909091
0.17171717
0.17171717
0.18181818
0.21212121
0.23636364
0.27272727
0.27272727
0.27272727
0.3030303
0.3030303
0.31919192
0.36363636
0.40909091
0.43434343
0.43434343
0.45656566
0.49090909
0.50505051
0.50505051
0.50505051
0.56565657
0.56565657
0.59393939
0.60606061
0.61818182
0.6969697
0.6969697
0.73131313
0.73737374
0.73737374
0.73737374
0.74545455
0.8030303
0.82828283
0.82828283
0.86868687
0.87272727
0.95959596
0.95959596
0.96969697
0.96969697
0.96969697
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.00606061
1.09090909
1.09090909
1.12727273
1.14343434
1.1969697
1.2020202
1.2020202
1.2020202
1.22222222
1.22222222
1.25454545
1.28080808
1.35353535
1.35353535
1.38181818
1.39393939
1.41818182
1.43434343
1.43434343
1.43434343
1.48484848
1.48484848
1.50909091
1.55555556
1.59090909
1.61616162
1.61616162
1.63636364
1.66666667
1.66666667
1.66666667
1.69292929
1.74747475
1.74747475
1.76363636
1.78787879
1.83030303
1.87878788
1.87878788
1.89090909
1.8989899
1.8989899
1.8989899
1.96767677
1.98484848
2.0
2.0
2.0
2.0
2.0
2.0
2.0
2.01010101
2.01010101
2.01818182
2.10505051
2.13131313
2.13131313
2.13131313
2.14141414
2.14141414
2.14545455
2.18181818
2.24242424
2.27272727
2.27272727
2.27272727
2.36363636
2.36363636
2.36363636
2.37878788
2.37979798
2.4
2.4040404
2.4040404
2.51717172
2.52727273
2.53535354
2.53535354
2.57575758
2.5959596
2.5959596
2.5959596
2.65454545
2.65454545
2.66666667
2.66666667
2.77272727
2.78181818
2.79191919
2.7979798
2.7979798
2.82828283
2.82828283
2.82828283
2.90909091
2.92929293
2.92929293
2.92929293
2.96969697
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.03636364
3.06060606
3.06060606
3.06060606
3.06060606
3.06060606
3.06666667
3.16363636
3.16666667
3.19191919
3.19191919
3.2040404
3.29090909
3.29292929
3.29292929
3.29292929
3.32323232
3.32323232
3.34141414
3.36363636
3.41818182
3.45454545
3.45454545
3.47878788
3.52525253
3.52525253
3.52525253
3.54545455
3.56060606
3.58585859
3.58585859
3.61616162
3.67272727
3.71717172
3.71717172
3.75353535
3.75757576
3.75757576
3.75757576
3.75757576
3.8
3.84848485
3.84848485
3.89090909
3.92727273
3.95454545
3.97979798
3.97979798
3.98989899
3.98989899
3.98989899
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.02828283
4.05454545
4.11111111
4.11111111
4.15151515
4.16565657
4.18181818
4.22222222
4.22222222
4.22222222
4.24242424
4.24242424
4.3030303
4.30909091
4.34848485
4.37373737
4.37373737
4.43636364
4.44040404
4.45454545
4.45454545
4.45454545
4.50505051
4.50505051
4.54545455
4.56363636
4.57777778
4.63636364
4.63636364
4.68686869
4.68686869
4.68686869
4.69090909
4.71515152
4.74242424
4.76767677
4.76767677
4.81818182
4.85252525
4.8989899
4.8989899
4.91919192
4.91919192
4.91919192
4.93939394
4.94545455
4.98989899
5.0
5.0
5.0
5.0
5.0
5.0
5.0
5.03030303
5.03030303
5.07272727
5.12727273
5.13636364
5.15151515
5.15151515
5.15151515
5.16161616
