alpha
5.16161616
5.2
5.26464646
5.29292929
5.29292929
5.32727273
5.33333333
5.38383838
5.38383838
5.38383838
5.4020202
5.42424242
5.42424242
5.45454545
5.53030303
5.53939394
5.55555556
5.55555556
5.58181818
5.61616162
5.61616162
5.61616162
5.67676768
5.68686869
5.68686869
5.70909091
5.72727273
5.81414141
5.81818182
5.81818182
5.83636364
5.84848485
5.84848485
5.84848485
5.92424242
5.94949495
5.94949495
5.95151515
5.96363636
6.0
6.0
6.0
6.0
6.0
6.0
6.0
6.08080808
6.08080808
6.08080808
6.08080808
6.08080808
6.08888889
6.09090909
6.12121212
6.21212121
6.21212121
6.21818182
6.22626263
6.31313131
6.31313131
6.31313131
6.31818182
6.34343434
6.34343434
6.34545455
6.36363636
6.47272727
6.47474747
6.47474747
6.5010101
6.51515152
6.54545455
6.54545455
6.54545455
6.6
6.60606061
6.60606061
6.63838384
6.71212121
6.73737374
6.73737374
6.77575758
6.77777778
6.77777778
6.77777778
6.86868687
6.86868687
6.90909091
6.91313131
7.0
7.0
7.0
7.0
7.0
7.0
7.0
7.0
7.0
7.01010101
7.01010101
7.01010101
7.05050505
7.10606061
7.18787879
7.24242424
7.24242424
7.24242424
7.3030303
7.32525253
7.46262626
7.47474747
7.47474747
7.47474747
7.5
7.6
7.6969697
7.70707071
7.70707071
7.70707071
7.89393939
7.93939394
7.93939394
7.93939394
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.09090909
8.17171717
8.17171717
8.17171717
8.28787879
8.4040404
8.4040404
8.4040404
8.48484848
8.63636364
8.63636364
8.63636364
8.68181818
8.86868687
8.86868687
8.86868687
8.87878788
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.07575758
9.1010101
9.1010101
9.1010101
9.27272727
9.33333333
9.33333333
9.33333333
9.46969697
9.56565657
9.56565657
9.56565657
9.66666667
9.7979798
9.7979798
9.7979798
9.86363636
10.0
10.0
10.0
10.0
10.0
10.0
10.0
10.03030303
10.03030303
10.03030303
10.06060606
10.25757576
10.26262626
10.26262626
10.26262626
10.45454545
10.49494949
10.49494949
10.49494949
10.65151515
10.72727273
10.72727273
10.72727273
10.84848485
10.95959596
10.95959596
10.95959596
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.04545455
11.19191919
11.19191919
11.19191919
11.24242424
11.42424242
11.42424242
11.42424242
11.43939394
11.63636364
11.65656566
11.65656566
11.65656566
11.83333333
11.88888889
11.88888889
11.88888889
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.03030303
12.12121212
12.12121212
12.12121212
12.22727273
12.35353535
12.35353535
12.35353535
12.42424242
12.58585859
12.58585859
12.58585859
12.62121212
12.81818182
12.81818182
12.81818182
12.81818182
13.0
13.0
13.0
13.0
13.0
13.0
13.0
13.01515152
13.05050505
13.05050505
13.05050505
13.21212121
13.28282828
13.28282828
13.28282828
13.40909091
13.51515152
13.51515152
13.51515152
13.60606061
13.74747475
13.74747475
13.74747475
13.8030303
13.97979798
13.97979798
13.97979798
14.0
14.0
14.0
14.0
14.0
14.0
14.0
14.0
14.21212121
14.21212121
14.21212121
14.44444444
14.44444444
14.44444444
14.67676768
14.67676768
14.67676768
14.90909091
14.90909091
14.90909091
15.0
15.0
15.0
15.0
15.0
15.0
15.0
15.14141414
15.14141414
15.14141414
15.37373737
15.37373737
15.37373737
15.60606061
15.60606061
15.60606061
15.83838384
15.83838384
15.83838384
16.0
16.0
16.0
16.0
16.0
16.0
16.0
16.07070707
16.07070707
16.07070707
16.3030303
16.3030303
16.3030303
16.53535354
16.53535354
16.53535354
16.76767677
16.76767677
16.76767677
17.0
17.0
17.0
17.0
17.0
17.0
17.0
17.0
17.0
17.0
18.0
18.0
18.0
18.0
18.0
18.0
18.0
19.0
19.0
19.0
19.0
19.0
19.0
19.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
35.0
35.0
35.0
35.0
35.0
35.0
35.0
40.0
40.0
40.0
40.0
40.0
40.0
40.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
50.0
50.0
50.0
50.0
50.0
50.0
50.0
55.0
55.0
55.0
55.0
55.0
55.0
55.0
60.0
60.0
60.0
60.0
60.0
60.0
60.0
65.0
65.0
65.0
65.0
65.0
65.0
65.0
70.0
70.0
70.0
70.0
70.0
70.0
70.0
75.0
75.0
75.0
75.0
75.0
75.0
75.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
85.0
85.0
85.0
85.0
85.0
85.0
85.0
90.0
90.0
90.0
90.0
90.0
90.0
90.0
95.0
95.0
95.0
95.0
95.0
95.0
95.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
105.0
105.0
105.0
105.0
105.0
105.0
105.0
110.0
110.0
110.0
110.0
110.0
110.0
110.0
115.0
115.0
115.0
115.0
115.0
115.0
115.0
120.0
120.0
120.0
120.0
120.0
120.0
120.0
125.0
125.0
125.0
125.0
125.0
125.0
125.0
130.0
130.0
130.0
130.0
130.0
130.0
130.0
135.0
135.0
135.0
135.0
135.0
135.0
135.0
140.0
140.0
140.0
140.0
140.0
140.0
140.0
145.0
145.0
145.0
145.0
145.0
145.0
145.0
150.0
150.0
150.0
150.0
150.0
150.0
150.0
155.0
155.0
155.0
155.0
155.0
155.0
155.0
160.0
160.0
160.0
160.0
160.0
160.0
160.0
165.0
165.0
165.0
165.0
165.0
165.0
165.0
170.0
170.0
170.0
170.0
170.0
170.0
170.0
175.0
175.0
175.0
175.0
175.0
175.0
175.0
177.0
177.0
177.0
177.0
177.0
177.0
177.0
178.0
178.0
178.0
178.0
178.0
178.0
178.0
179.0
179.0
179.0
179.0
179.0
179.0
179.0
180.0
180.0
180.0
180.0
180.0
180.0
180.0
