      MACH      ALPHA     C-lift     C-drag       C-my
0.50000000 11.04545455 1.15512225 0.05675539 0.02231624
0.50000000 11.24242424 1.14441115 0.06053447 0.01968844
0.50000000 11.43939394 1.13364750 0.06442140 0.01682075
0.50000000 11.63636364 1.12307549 0.06843281 0.01373985
0.50000000 11.83333333 1.11273750 0.07257714 0.01047509
0.50000000 12.03030303 1.10255435 0.07685788 0.00705739
0.50000000 12.22727273 1.09244519 0.08127844 0.00351769
0.50000000 12.42424242 1.08235948 0.08583532 -0.00010432
0.50000000 12.62121212 1.07264912 0.09043313 -0.00365291
0.50000000 12.81818182 1.06370838 0.09498016 -0.00699319
0.50000000 13.01515152 1.05523056 0.09958346 -0.01028847
0.50000000 13.21212121 1.04698518 0.10432483 -0.01365747
0.50000000 13.40909091 1.03937203 0.10909516 -0.01691295
0.50000000 13.60606061 1.03259282 0.11382484 -0.01995216
0.50000000 13.80303030 1.02656534 0.11851221 -0.02279984
0.50000000 14.00000000 1.02119797 0.12315785 -0.02548501
