      MACH      ALPHA     C-lift     C-drag       C-my
0.30000000 13.05050505 1.50807416 0.02442344 0.01049649
0.30000000 13.28282828 1.52575172 0.02520992 0.01126663
0.30000000 13.51515152 1.54289758 0.02604580 0.01202713
0.30000000 13.74747475 1.55942708 0.02694040 0.01277645
0.30000000 13.97979798 1.57503623 0.02791218 0.01352164
0.30000000 14.21212121 1.58940521 0.02898077 0.01426413
0.30000000 14.44444444 1.60253004 0.03015748 0.01497562
0.30000000 14.67676768 1.61436897 0.03145759 0.01562972
0.30000000 14.90909091 1.62458482 0.03291651 0.01620456
0.30000000 15.14141414 1.63253939 0.03459410 0.01667041
0.30000000 15.37373737 1.63761248 0.03655889 0.01697369
0.30000000 15.60606061 1.63934198 0.03888040 0.01703236
0.30000000 15.83838384 1.63734987 0.04163367 0.01673982
0.30000000 16.07070707 1.63083055 0.04493745 0.01596421
0.30000000 16.30303030 1.61894855 0.04892769 0.01455497
0.30000000 16.53535354 1.60080908 0.05378463 0.01232725
0.30000000 16.76767677 1.57482718 0.05981498 0.00904780
0.30000000 17.00000000 1.53924913 0.06735561 0.00447226
